county,n_features,elapsed_s,output_path
Roberts,0,0.01,
Robertson,0,0.01,
Robertson,0,0.01,
Robertson,0,0.01,
Robeson,0,0.01,
Rock,0,0.01,
Rock,0,0.01,
Rock,0,0.01,
Rock Island,0,0.01,
Rockbridge,0,0.01,
Rockcastle,0,0.01,
Rockdale,0,0.01,
Rockingham,0,0.01,
Rockingham,0,0.01,
Rockingham,0,0.01,
Rockland,0,0.01,
Rockwall,0,0.01,
Roger Mills,0,0.01,
Rogers,0,0.01,
Rolette,0,0.01,
Rooks,0,0.01,
Roosevelt,0,0.01,
Roosevelt,0,0.01,
Roscommon,0,0.01,
Roseau,0,0.01,
Rosebud,0,0.01,
Ross,0,0.01,
Routt,0,0.01,
Rowan,0,0.01,
Rowan,0,0.01,
Runnels,0,0.01,
Rush,0,0.01,
Rush,0,0.01,
Rusk,0,0.01,
Rusk,0,0.01,
Russell,0,0.01,
Russell,0,0.01,
Russell,0,0.01,
Russell,0,0.01,
Rutherford,0,0.01,
Rutherford,0,0.01,
Rutland,0,0.01,
Río Grande,0,0.01,
Sabana Grande,0,0.01,
Sabine,0,0.01,
Sabine,0,0.01,
Sac,0,0.01,
Sacramento,2405,0.13,Y:\personal\mcallahan\Business\WattsonWater\DATA\Hydrography\County_NHD\Sacramento\Sacramento_waterbodies.shp
Sagadahoc,0,0.01,
Saginaw,0,0.01,
Saguache,0,0.01,
Saint Bernard,0,0.01,
Saint Charles,0,0.01,
Saint Charles,0,0.01,
Saint Clair,0,0.01,
Saint Clair,0,0.01,
Saint Clair,0,0.01,
Saint Clair,0,0.01,
Saint Croix,0,0.01,
Saint Croix,0,0.01,
Saint Francis,0,0.01,
Saint Francois,0,0.01,
Saint Helena,0,0.01,
Saint James,0,0.01,
Saint John,0,0.01,
Saint John the Baptist,0,0.01,
Saint Johns,0,0.01,
Saint Joseph,0,0.01,
Saint Joseph,0,0.01,
Saint Landry,0,0.01,
Saint Lawrence,0,0.01,
Saint Louis,0,0.01,
Saint Louis,0,0.01,
Saint Louis,0,0.01,
Saint Lucie,0,0.01,
Saint Martin,0,0.01,
Saint Mary,0,0.01,
Saint Mary's,0,0.01,
Saint Tammany,0,0.01,
Saint Thomas,0,0.01,
Sainte Genevieve,0,0.01,
Salem,0,0.01,
Salem,0,0.01,
Salinas,0,0.01,
Saline,0,0.01,
Saline,0,0.01,
Saline,0,0.01,
Saline,0,0.01,
Saline,0,0.02,
Salt Lake,0,0.01,
Saluda,0,0.01,
Sampson,0,0.01,
San Augustine,0,0.01,
San Benito,1241,0.04,Y:\personal\mcallahan\Business\WattsonWater\DATA\Hydrography\County_NHD\San_Benito\San_Benito_waterbodies.shp
San Bernardino,2668,0.09,Y:\personal\mcallahan\Business\WattsonWater\DATA\Hydrography\County_NHD\San_Bernardino\San_Bernardino_waterbodies.shp
San Diego,3235,0.08,Y:\personal\mcallahan\Business\WattsonWater\DATA\Hydrography\County_NHD\San_Diego\San_Diego_waterbodies.shp
San Francisco,60,0.02,Y:\personal\mcallahan\Business\WattsonWater\DATA\Hydrography\County_NHD\San_Francisco\San_Francisco_waterbodies.shp
San Germn,0,0.01,
San Jacinto,0,0.01,
San Joaquin,2462,0.13,Y:\personal\mcallahan\Business\WattsonWater\DATA\Hydrography\County_NHD\San_Joaquin\San_Joaquin_waterbodies.shp
San Juan,0,0.01,
San Juan,0,0.01,
San Juan,0,0.01,
San Juan,0,0.01,
San Juan,0,0.01,
San Lorenzo,0,0.01,
San Luis Obispo,1887,0.07,Y:\personal\mcallahan\Business\WattsonWater\DATA\Hydrography\County_NHD\San_Luis_Obispo\San_Luis_Obispo_waterbodies.shp
San Mateo,593,0.03,Y:\personal\mcallahan\Business\WattsonWater\DATA\Hydrography\County_NHD\San_Mateo\San_Mateo_waterbodies.shp
San Miguel,0,0.01,
San Miguel,0,0.01,
San Patricio,0,0.01,
San Saba,0,0.01,
San Sebastin,0,0.01,
Sanborn,0,0.01,
Sanders,0,0.01,
Sandoval,0,0.01,
Sandusky,0,0.01,
Sangamon,0,0.01,
Sanilac,0,0.01,
Sanpete,0,0.01,
Santa Barbara,1071,0.05,Y:\personal\mcallahan\Business\WattsonWater\DATA\Hydrography\County_NHD\Santa_Barbara\Santa_Barbara_waterbodies.shp
Santa Clara,1947,0.05,Y:\personal\mcallahan\Business\WattsonWater\DATA\Hydrography\County_NHD\Santa_Clara\Santa_Clara_waterbodies.shp
Santa Cruz,0,0.01,
Santa Cruz,409,0.02,Y:\personal\mcallahan\Business\WattsonWater\DATA\Hydrography\County_NHD\Santa_Cruz\Santa_Cruz_waterbodies.shp
Santa Fe,0,0.01,
Santa Isabel,0,0.01,
Santa Rosa,0,0.01,
Sarasota,0,0.01,
Saratoga,0,0.01,
Sargent,0,0.01,
Sarpy,0,0.01,
Sauk,0,0.01,
Saunders,0,0.01,
Sawyer,0,0.01,
Schenectady,0,0.01,
Schleicher,0,0.01,
Schley,0,0.01,
Schoharie,0,0.01,
Schoolcraft,0,0.01,
Schuyler,0,0.01,
Schuyler,0,0.01,
Schuyler,0,0.01,
Schuylkill,0,0.01,
Scioto,0,0.01,
Scotland,0,0.01,
Scotland,0,0.01,
Scott,0,0.01,
Scott,0,0.01,
Scott,0,0.01,
Scott,0,0.01,
Scott,0,0.01,
Scott,0,0.01,
Scott,0,0.01,
Scott,0,0.01,
Scott,0,0.01,
Scott,0,0.01,
Scott,0,0.01,
Scotts Bluff,0,0.01,
Screven,0,0.01,
Scurry,0,0.01,
Searcy,0,0.01,
Sebastian,0,0.01,
Sedgwick,0,0.01,
Sedgwick,0,0.01,
Seminole,0,0.01,
Seminole,0,0.01,
Seminole,0,0.01,
Seneca,0,0.01,
Seneca,0,0.01,
Sequatchie,0,0.01,
Sequoyah,0,0.01,
Sevier,0,0.01,
Sevier,0,0.01,
Sevier,0,0.01,
Seward,0,0.01,
Seward,0,0.01,
Shackelford,0,0.01,
Shannon,0,0.01,
Sharkey,0,0.01,
Sharp,0,0.01,
Shasta,2472,0.10,Y:\personal\mcallahan\Business\WattsonWater\DATA\Hydrography\County_NHD\Shasta\Shasta_waterbodies.shp
Shawano,0,0.01,
Shawnee,0,0.01,
Sheboygan,0,0.01,
Shelby,0,0.01,
Shelby,0,0.01,
Shelby,0,0.01,
Shelby,0,0.01,
Shelby,0,0.01,
Shelby,0,0.01,
Shelby,0,0.01,
Shelby,0,0.01,
Shelby,0,0.01,
Shenandoah,0,0.01,
Sherburne,0,0.01,
Sheridan,0,0.01,
Sheridan,0,0.01,
Sheridan,0,0.01,
Sheridan,0,0.01,
Sheridan,0,0.01,
Sherman,0,0.01,
Sherman,0,0.01,
Sherman,0,0.01,
Sherman,0,0.01,
Shiawassee,0,0.01,
Shoshone,0,0.01,
Sibley,0,0.01,
Sierra,0,0.01,
Sierra,265,0.02,Y:\personal\mcallahan\Business\WattsonWater\DATA\Hydrography\County_NHD\Sierra\Sierra_waterbodies.shp
Silver Bow,0,0.01,
Simpson,0,0.01,
Simpson,0,0.01,
Sioux,0,0.01,
Sioux,0,0.01,
Sioux,0,0.01,
Siskiyou,2480,0.11,Y:\personal\mcallahan\Business\WattsonWater\DATA\Hydrography\County_NHD\Siskiyou\Siskiyou_waterbodies.shp
Sitka,0,0.01,
Skagit,0,0.01,
Skagway,0,0.01,
Skamania,0,0.01,
Slope,0,0.01,
Smith,0,0.01,
Smith,0,0.01,
Smith,0,0.01,
Smith,0,0.01,
Smyth,0,0.01,
Snohomish,0,0.01,
Snyder,0,0.01,
Socorro,0,0.01,
Solano,1441,0.08,Y:\personal\mcallahan\Business\WattsonWater\DATA\Hydrography\County_NHD\Solano\Solano_waterbodies.shp
Somerset,0,0.01,
Somerset,0,0.01,
Somerset,0,0.01,
Somerset,0,0.01,
Somervell,0,0.01,
Sonoma,2812,0.16,Y:\personal\mcallahan\Business\WattsonWater\DATA\Hydrography\County_NHD\Sonoma\Sonoma_waterbodies.shp
Southampton,0,0.01,
Southeast Fairbanks,0,0.01,
Spalding,0,0.01,
Spartanburg,0,0.01,
Spencer,0,0.01,
Spencer,0,0.01,
Spink,0,0.01,
Spokane,0,0.01,
Spotsylvania,0,0.01,
Stafford,0,0.01,
Stafford,0,0.01,
Stanislaus,2551,0.08,Y:\personal\mcallahan\Business\WattsonWater\DATA\Hydrography\County_NHD\Stanislaus\Stanislaus_waterbodies.shp
Stanley,0,0.01,
Stanly,0,0.01,
Stanton,0,0.01,
Stanton,0,0.02,
Stark,0,0.01,
Stark,0,0.01,
Stark,0,0.01,
Starke,0,0.01,
Starr,0,0.01,
Staunton,0,0.01,
Stearns,0,0.01,
Steele,0,0.01,
Steele,0,0.01,
Stephens,0,0.01,
Stephens,0,0.01,
Stephens,0,0.01,
Stephenson,0,0.01,
Sterling,0,0.01,
Steuben,0,0.01,
Steuben,0,0.01,
Stevens,0,0.01,
Stevens,0,0.01,
Stevens,0,0.01,
Stewart,0,0.01,
Stewart,0,0.01,
Stillwater,0,0.01,
Stoddard,0,0.01,
Stokes,0,0.01,
Stone,0,0.01,
Stone,0,0.01,
Stone,0,0.01,
Stonewall,0,0.01,
Storey,0,0.01,
Story,0,0.01,
Strafford,0,0.01,
Stutsman,0,0.01,
Sublette,0,0.01,
Suffolk,0,0.01,
Suffolk,0,0.01,
Suffolk,0,0.01,
Sullivan,0,0.01,
Sullivan,0,0.01,
Sullivan,0,0.01,
Sullivan,0,0.01,
Sullivan,0,0.01,
Sullivan,0,0.01,
Sully,0,0.01,
Summers,0,0.01,
Summit,0,0.01,
Summit,0,0.01,
Summit,0,0.01,
Sumner,0,0.01,
Sumner,0,0.01,
Sumter,0,0.01,
Sumter,0,0.01,
Sumter,0,0.01,
Sumter,0,0.01,
Sunflower,0,0.01,
Surry,0,0.01,
Surry,0,0.02,
Susquehanna,0,0.01,
Sussex,0,0.01,
Sussex,0,0.01,
Sussex,0,0.01,
Sutter,414,0.03,Y:\personal\mcallahan\Business\WattsonWater\DATA\Hydrography\County_NHD\Sutter\Sutter_waterbodies.shp
Sutton,0,0.01,
Suwannee,0,0.01,
Swain,0,0.01,
Sweet Grass,0,0.01,
Sweetwater,0,0.01,
Swift,0,0.01,
Swisher,0,0.01,
Switzerland,0,0.01,
Talbot,0,0.01,
Talbot,0,0.01,
Taliaferro,0,0.01,
Talladega,0,0.02,
Tallahatchie,0,0.01,
Tallapoosa,0,0.01,
Tama,0,0.01,
Taney,0,0.01,
Tangipahoa,0,0.01,
Taos,0,0.01,
Tarrant,0,0.01,
Tate,0,0.02,
Tattnall,0,0.01,
Taylor,0,0.01,
Taylor,0,0.01,
Taylor,0,0.01,
Taylor,0,0.01,
Taylor,0,0.01,
Taylor,0,0.01,
Taylor,0,0.01,
Tazewell,0,0.01,
Tazewell,0,0.01,
Tehama,2628,0.08,Y:\personal\mcallahan\Business\WattsonWater\DATA\Hydrography\County_NHD\Tehama\Tehama_waterbodies.shp
Telfair,0,0.01,
Teller,0,0.01,
Tensas,0,0.01,
Terrebonne,0,0.01,
Terrell,0,0.01,
Terrell,0,0.01,
Terry,0,0.01,
Teton,0,0.01,
Teton,0,0.01,
Teton,0,0.01,
Texas,0,0.01,
Texas,0,0.01,
Thayer,0,0.01,
Thomas,0,0.01,
Thomas,0,0.01,
Thomas,0,0.01,
Throckmorton,0,0.01,
Thurston,0,0.01,
Thurston,0,0.01,
Tift,0,0.01,
Tillamook,0,0.01,
Tillman,0,0.01,
Tioga,0,0.01,
Tioga,0,0.02,
Tippah,0,0.01,
Tippecanoe,0,0.01,
Tipton,0,0.01,
Tipton,0,0.01,
Tishomingo,0,0.02,
Titus,0,0.01,
Toa Alta,0,0.01,
Toa Baja,0,0.01,
Todd,0,0.01,
Todd,0,0.01,
Todd,0,0.01,
Tolland,0,0.01,
Tom Green,0,0.01,
Tompkins,0,0.01,
Tooele,0,0.01,
Toole,0,0.01,
Toombs,0,0.01,
Torrance,0,0.01,
Towner,0,0.01,
Towns,0,0.01,
Traill,0,0.01,
Transylvania,0,0.01,
Traverse,0,0.01,
Travis,0,0.01,
Treasure,0,0.01,
Trego,0,0.01,
Trempealeau,0,0.01,
Treutlen,0,0.01,
Trigg,0,0.01,
Trimble,0,0.01,
Trinity,0,0.01,
Trinity,737,0.07,Y:\personal\mcallahan\Business\WattsonWater\DATA\Hydrography\County_NHD\Trinity\Trinity_waterbodies.shp
Tripp,0,0.01,
Troup,0,0.01,
Trousdale,0,0.01,
Trujillo Alto,0,0.01,
Trumbull,0,0.01,
Tucker,0,0.01,
Tulare,5252,0.10,Y:\personal\mcallahan\Business\WattsonWater\DATA\Hydrography\County_NHD\Tulare\Tulare_waterbodies.shp
Tulsa,0,0.01,
Tunica,0,0.01,
Tuolumne,3661,0.12,Y:\personal\mcallahan\Business\WattsonWater\DATA\Hydrography\County_NHD\Tuolumne\Tuolumne_waterbodies.shp
Turner,0,0.01,
Turner,0,0.01,
Tuscaloosa,0,0.01,
Tuscarawas,0,0.01,
Tuscola,0,0.01,
Twiggs,0,0.01,
Twin Falls,0,0.01,
Tyler,0,0.01,
Tyler,0,0.01,
Tyrrell,0,0.01,
Uinta,0,0.01,
Uintah,0,0.01,
Ulster,0,0.01,
Umatilla,0,0.01,
Unicoi,0,0.01,
Union,0,0.01,
Union,0,0.01,
Union,0,0.01,
Union,0,0.01,
Union,0,0.01,
Union,0,0.01,
Union,0,0.01,
Union,0,0.01,
Union,0,0.01,
Union,0,0.01,
Union,0,0.01,
Union,0,0.01,
Union,0,0.01,
Union,0,0.01,
Union,0,0.01,
Union,0,0.01,
Union,0,0.01,
Union,0,0.01,
Upshur,0,0.01,
Upshur,0,0.01,
Upson,0,0.01,
Upton,0,0.01,
Utah,0,0.01,
Utuado,0,0.01,
Uvalde,0,0.01,
Val Verde,0,0.01,
Valencia,0,0.01,
Valley,0,0.01,
Valley,0,0.01,
Valley,0,0.01,
Van Buren,0,0.01,
Van Buren,0,0.01,
Van Buren,0,0.01,
Van Buren,0,0.01,
Van Wert,0,0.01,
Van Zandt,0,0.01,
Vance,0,0.01,
Vanderburgh,0,0.01,
Vega Alta,0,0.01,
Vega Baja,0,0.01,
Venango,0,0.01,
Ventura,678,0.04,Y:\personal\mcallahan\Business\WattsonWater\DATA\Hydrography\County_NHD\Ventura\Ventura_waterbodies.shp
Vermilion,0,0.01,
Vermilion,0,0.01,
Vermillion,0,0.01,
Vernon,0,0.01,
Vernon,0,0.01,
Vernon,0,0.01,
Victoria,0,0.01,
Vieques,0,0.01,
Vigo,0,0.01,
Vilas,0,0.01,
Villalba,0,0.01,
Vinton,0,0.01,
Virginia Beach,0,0.01,
Volusia,0,0.01,
Wabash,0,0.01,
Wabash,0,0.01,
Wabasha,0,0.01,
Wabaunsee,0,0.01,
Wadena,0,0.01,
Wagoner,0,0.01,
Wahkiakum,0,0.01,
Wake,0,0.01,
Wakulla,0,0.01,
Waldo,0,0.01,
Walker,0,0.01,
Walker,0,0.01,
Walker,0,0.01,
Walla Walla,0,0.01,
Wallace,0,0.01,
Waller,0,0.01,
Wallowa,0,0.01,
Walsh,0,0.01,
Walthall,0,0.01,
Walton,0,0.01,
Walton,0,0.01,
Walworth,0,0.01,
Walworth,0,0.01,
Wapello,0,0.01,
Ward,0,0.01,
Ward,0,0.01,
Ware,0,0.01,
Warren,0,0.01,
Warren,0,0.01,
Warren,0,0.01,
Warren,0,0.01,
Warren,0,0.01,
Warren,0,0.01,
Warren,0,0.01,
Warren,0,0.01,
Warren,0,0.01,
Warren,0,0.01,
Warren,0,0.01,
Warren,0,0.01,
Warren,0,0.01,
Warren,0,0.01,
Warrick,0,0.01,
Wasatch,0,0.01,
Wasco,0,0.01,
Waseca,0,0.01,
Washakie,0,0.01,
Washburn,0,0.01,
Washington,0,0.01,
Washington,0,0.01,
Washington,0,0.01,
Washington,0,0.01,
Washington,0,0.01,
Washington,0,0.01,
Washington,0,0.01,
Washington,0,0.01,
Washington,0,0.01,
Washington,0,0.01,
Washington,0,0.01,
Washington,0,0.01,
Washington,0,0.01,
Washington,0,0.01,
Washington,0,0.01,
Washington,0,0.01,
Washington,0,0.01,
Washington,0,0.01,
Washington,0,0.01,
Washington,0,0.01,
Washington,0,0.01,
Washington,0,0.01,
Washington,0,0.01,
Washington,0,0.01,
Washington,0,0.01,
Washington,0,0.01,
Washington,0,0.01,
Washington,0,0.01,
Washington,0,0.01,
Washington,0,0.01,
Washington,0,0.01,
Washington DC,0,0.01,
Washita,0,0.01,
Washoe,8,0.01,Y:\personal\mcallahan\Business\WattsonWater\DATA\Hydrography\County_NHD\Washoe\Washoe_waterbodies.shp
Washtenaw,0,0.01,
Watauga,0,0.01,
Watonwan,0,0.01,
Waukesha,0,0.01,
Waupaca,0,0.01,
Waushara,0,0.01,
Wayne,0,0.01,
Wayne,0,0.01,
Wayne,0,0.01,
Wayne,0,0.01,
Wayne,0,0.01,
Wayne,0,0.01,
Wayne,0,0.01,
Wayne,0,0.01,
Wayne,0,0.01,
Wayne,0,0.01,
Wayne,0,0.01,
Wayne,0,0.01,
Wayne,0,0.01,
Wayne,0,0.01,
Wayne,0,0.01,
Wayne,0,0.01,
Waynesboro,0,0.01,
Weakley,0,0.01,
Webb,0,0.01,
Weber,0,0.01,
Webster,0,0.01,
Webster,0,0.01,
Webster,0,0.01,
Webster,0,0.01,
Webster,0,0.01,
Webster,0,0.01,
Webster,0,0.01,
Webster,0,0.01,
Weld,0,0.01,
Wells,0,0.01,
Wells,0,0.01,
West Baton Rouge,0,0.01,
West Carroll,0,0.01,
West Feliciana,0,0.01,
Westchester,0,0.01,
Westmoreland,0,0.01,
Westmoreland,0,0.01,
Weston,0,0.01,
Wetzel,0,0.01,
Wexford,0,0.01,
Wharton,0,0.01,
Whatcom,0,0.01,
Wheatland,0,0.01,
Wheeler,0,0.01,
Wheeler,0,0.01,
Wheeler,0,0.01,
Wheeler,0,0.01,
White,0,0.01,
White,0,0.01,
White,0,0.01,
White,0,0.01,
White,0,0.01,
White Pine,0,0.01,
Whiteside,0,0.01,
Whitfield,0,0.01,
Whitley,0,0.01,
Whitley,0,0.01,
Whitman,0,0.01,
Wibaux,0,0.01,
Wichita,0,0.01,
Wichita,0,0.01,
Wicomico,0,0.01,
Wilbarger,0,0.01,
Wilcox,0,0.01,
Wilcox,0,0.01,
Wilkes,0,0.01,
Wilkes,0,0.01,
Wilkin,0,0.01,
Wilkinson,0,0.01,
Wilkinson,0,0.01,
Will,0,0.01,
Willacy,0,0.01,
Williams,0,0.01,
Williams,0,0.01,
Williamsburg,0,0.01,
Williamsburg,0,0.01,
Williamson,0,0.01,
Williamson,0,0.01,
Williamson,0,0.01,
Wilson,0,0.01,
Wilson,0,0.01,
Wilson,0,0.01,
Wilson,0,0.01,
Winchester,0,0.01,
Windham,0,0.01,
Windham,0,0.01,
Windsor,0,0.01,
Winkler,0,0.01,
Winn,0,0.01,
Winnebago,0,0.01,
Winnebago,0,0.01,
Winnebago,0,0.02,
Winneshiek,0,0.01,
Winona,0,0.01,
Winston,0,0.01,
Winston,0,0.01,
Wirt,0,0.01,
Wise,0,0.01,
Wise,0,0.01,
Wolfe,0,0.01,
Wood,0,0.01,
Wood,0,0.01,
Wood,0,0.01,
Wood,0,0.01,
Woodbury,0,0.01,
Woodford,0,0.01,
Woodford,0,0.01,
Woodruff,0,0.01,
Woods,0,0.01,
Woodson,0,0.01,
Woodward,0,0.01,
Worcester,0,0.01,
Worcester,0,0.01,
Worth,0,0.01,
Worth,0,0.01,
Worth,0,0.01,
Wrangell,0,0.01,
Wright,0,0.01,
Wright,0,0.01,
Wright,0,0.01,
Wyandot,0,0.01,
Wyandotte,0,0.01,
Wyoming,0,0.01,
Wyoming,0,0.01,
Wyoming,0,0.01,
Wythe,0,0.01,
Yabucoa,0,0.01,
Yadkin,0,0.01,
Yakima,0,0.01,
Yakutat,0,0.01,
Yalobusha,0,0.01,
Yamhill,0,0.01,
Yancey,0,0.01,
Yankton,0,0.01,
Yates,0,0.01,
Yauco,0,0.01,
Yavapai,0,0.01,
Yazoo,0,0.01,
Yell,0,0.01,
Yellow Medicine,0,0.01,
Yellowstone,0,0.01,
Yoakum,0,0.01,
Yolo,1147,0.08,Y:\personal\mcallahan\Business\WattsonWater\DATA\Hydrography\County_NHD\Yolo\Yolo_waterbodies.shp
York,0,0.01,
York,0,0.01,
York,0,0.01,
York,0,0.01,
York,0,0.01,
Young,0,0.01,
Yuba,1339,0.05,Y:\personal\mcallahan\Business\WattsonWater\DATA\Hydrography\County_NHD\Yuba\Yuba_waterbodies.shp
Yukon-Koyukuk,0,0.01,
Yuma,0,0.01,
Yuma,19,0.04,Y:\personal\mcallahan\Business\WattsonWater\DATA\Hydrography\County_NHD\Yuma\Yuma_waterbodies.shp
Zapata,0,0.01,
Zavala,0,0.01,
Ziebach,0,0.01,
